# tmin = 9. tmax = 22
# t . data . data_error . fit . fit_error
00                nan                nan         2.91067069         0.42484694
01         5.14272379         0.00491993         3.57565214         0.14186001
02         2.40627334         0.00310501         3.23546130         0.13793489
03         3.72774531         0.00251293         3.48433220         0.06894745
04         3.15970747         0.00246614         3.35610707         0.05281816
05         3.48861264         0.00273629         3.45397859         0.03028587
06         3.33210985         0.00300117         3.40471117         0.02027027
07         3.43920679         0.00371691         3.44411883         0.01147825
08         3.39614609         0.00417799         3.42509232         0.00669331
09         3.43818930         0.00501407         3.44117553         0.00405667
10         3.42239401         0.00599247         3.43384626         0.00399983
11         3.43842553         0.00668662         3.44047201         0.00497890
12         3.44255430         0.00840615         3.43767069         0.00591772
13         3.45059197         0.01061403         3.44042174         0.00668674
14         3.44366097         0.01252979         3.43936469         0.00723450
15         3.44948630         0.01450977         3.44051558         0.00764678
16         3.45829827         0.01591783         3.44012422         0.00793022
17         3.46318856         0.01999984         3.44060947         0.00814094
18         3.45137425         0.02516087         3.44046859         0.00828414
19         3.43576454         0.03264582         3.44067490         0.00839035
20         3.41860688         0.03589083         3.44062636         0.00846217
21         3.37580842         0.03958951         3.44071487         0.00851538
22         3.39621032         0.04874228         3.44069934         0.00855131
23         3.50518918         0.06391143         3.44073768         0.00857788
24         3.49095385         0.07899921         3.44073340         0.00859583
25         4.05872849         0.19600945         3.44075017         0.00860907
26                nan                nan         3.44074942         0.00861804
27        -5.96891522         5.47409144         3.44075684         0.00862463
28        -0.54540229         0.10014655         3.44075701         0.00862910
29        -0.21101553         0.03113155         3.44076033         0.00863238
30        -0.06843252         0.01418412         3.44076063         0.00863461
31        -0.01867941         0.01272530         3.44076213         0.00863624
32         0.01090518         0.01108248         3.44076237         0.00863736
33         0.06934219         0.01361578         3.44076305         0.00863817
34         0.13152086         0.03428503         3.44076320         0.00863872
35         0.32559605         0.08278536         3.44076352         0.00863913
36         1.76200106         0.58888645         3.44076361         0.00863940
37                nan                nan         3.44076375         0.00863960
38        -4.98904657         0.52317972         3.44076380         0.00863974
39        -3.73638440         0.13094014         3.44076387         0.00863984
40        -3.52033442         0.08088969         3.44076390         0.00863991
41        -3.45616578         0.06145090         3.44076393         0.00863996
42        -3.48772959         0.05261812         3.44076395         0.00863999
43        -3.53161989         0.04380470         3.44076396         0.00864002
44        -3.52104200         0.03556048         3.44076397         0.00864004
45        -3.50486736         0.02729620         3.44076398         0.00864005
46        -3.48371608         0.02206313         3.44076398         0.00864006
47        -3.45576502         0.01757153         3.44076398         0.00864006
48        -3.46087403         0.01366849         3.44076399         0.00864007
49        -3.46140266         0.01173774         3.44076399         0.00864007
50        -3.46722612         0.00987979         3.44076399         0.00864007
51        -3.46402512         0.00826470         3.44076399         0.00864007
52        -3.46162430         0.00720820         3.44076399         0.00864008
53        -3.43574845         0.00583319         3.44076399         0.00864008
54        -3.44041147         0.00471865         3.44076399         0.00864008
55        -3.39355267         0.00392278         3.44076399         0.00864008
56        -3.43927382         0.00362660         3.44076399         0.00864008
57        -3.33481764         0.00305181         3.44076399         0.00864008
58        -3.48873619         0.00276966         3.44076399         0.00864008
59        -3.15639625         0.00236869         3.44076399         0.00864008
60        -3.72683931         0.00271967         3.44076399         0.00864008
61        -2.40053454         0.00313827         3.44076399         0.00864008
62        -5.15075426         0.00515969         3.44076399         0.00864008
63                nan                nan      -216.07795483         0.56651232
