# tmin = 8. tmax = 23
# t . data . data_error . fit . fit_error
00        -0.37837537         0.00038547         2.37743724         0.07224673
01         2.92423888         0.00071758         2.69174756         0.03217139
02         2.76409026         0.00091467         2.77767091         0.01739246
03         2.90681786         0.00098046         2.87629312         0.00966688
04         2.92136532         0.00105330         2.92190503         0.00559194
05         2.97179674         0.00103691         2.96559676         0.00321725
06         2.99251823         0.00104562         2.99233827         0.00190076
07         3.01616607         0.00101359         3.01560663         0.00121468
08         3.03138069         0.00102639         3.03209371         0.00096928
09         3.04520202         0.00098997         3.04586917         0.00091167
10         3.05559767         0.00100519         3.05639266         0.00089875
11         3.06511734         0.00102138         3.06506834         0.00087410
12         3.07179307         0.00103619         3.07195893         0.00083391
13         3.07650237         0.00103614         3.07762839         0.00078786
14         3.08122288         0.00102072         3.08222550         0.00074793
15         3.08579617         0.00101517         3.08601567         0.00072475
16         3.08932607         0.00105131         3.08912448         0.00072451
17         3.09240782         0.00105688         3.09169519         0.00074796
18         3.09456447         0.00110141         3.09381796         0.00079129
19         3.09645242         0.00117173         3.09557810         0.00084855
20         3.09761482         0.00125122         3.09703751         0.00091391
21         3.09818142         0.00128805         3.09825028         0.00098265
22         3.09889324         0.00125217         3.09925846         0.00105143
23         3.09976305         0.00129856         3.10009764         0.00111800
24         3.10044454         0.00135068         3.10079646         0.00118099
25         3.09810681         0.00139278         3.10137884         0.00123960
26         3.09284049         0.00157160         3.10186436         0.00129346
27         3.07234060         0.00360459         3.10226932         0.00134249
28         2.99059933         0.01258728         3.10260721         0.00138677
29         2.71297558         0.03885915         3.10288920         0.00142650
30         1.97518673         0.07609169         3.10312461         0.00146197
31         0.72331688         0.04875663         3.10332117         0.00149349
32        -0.69920322         0.04714826         3.10348531         0.00152139
33        -1.95946449         0.07623164         3.10362241         0.00154600
34        -2.70803964         0.03931567         3.10373693         0.00156765
35        -2.99030199         0.01274916         3.10383259         0.00158664
36        -3.07318299         0.00362723         3.10391252         0.00160326
37        -3.09523000         0.00151934         3.10397930         0.00161776
38        -3.09979239         0.00125633         3.10403510         0.00163041
39        -3.10026353         0.00125713         3.10408172         0.00164141
40        -3.09937413         0.00125124         3.10412068         0.00165096
41        -3.09727601         0.00123981         3.10415324         0.00165924
42        -3.09635530         0.00124804         3.10418045         0.00166642
43        -3.09701567         0.00123753         3.10420319         0.00167262
44        -3.09673061         0.00120671         3.10422219         0.00167798
45        -3.09541960         0.00113552         3.10423807         0.00168260
46        -3.09367322         0.00101898         3.10425135         0.00168659
47        -3.09177125         0.00099374         3.10426244         0.00169002
48        -3.08895534         0.00103868         3.10427171         0.00169298
49        -3.08632333         0.00105571         3.10427946         0.00169551
50        -3.08217201         0.00103976         3.10428593         0.00169770
51        -3.07669469         0.00104158         3.10429135         0.00169957
52        -3.06941046         0.00104740         3.10429587         0.00170117
53        -3.06037819         0.00102500         3.10429965         0.00170255
54        -3.04995791         0.00100017         3.10430281         0.00170373
55        -3.03555141         0.00095880         3.10430545         0.00170474
56        -3.01971886         0.00092372         3.10430766         0.00170560
57        -2.99462264         0.00089748         3.10430951         0.00170634
58        -2.97247709         0.00086681         3.10431105         0.00170697
59        -2.92133843         0.00090712         3.10431234         0.00170751
60        -2.90636010         0.00088731         3.10431341         0.00170797
61        -2.76315146         0.00084064         3.10431431         0.00170836
62        -2.92344276         0.00061489         3.10431507         0.00170870
63         0.37940420         0.00034008      -192.94779172         0.18752076
