# tmin = 5. tmax = 12
# t . data . data_error . fit . fit_error
00                nan                nan         4.32266317         0.18723516
01         4.94245137         0.00260825         4.35809735         0.10813764
02         4.27501991         0.00358764         4.17942170         0.08227678
03         4.22752054         0.00546522         4.13741878         0.04012967
04         3.98935635         0.00729069         4.01870586         0.02136137
05         3.95750979         0.01064839         3.96426100         0.01004412
06         3.86900824         0.01358572         3.89461666         0.01012012
07         3.85843939         0.01688221         3.85598752         0.01219460
08         3.83932118         0.02627596         3.81992912         0.01568244
09         3.79710431         0.03474106         3.79838935         0.02029018
10         3.84060623         0.04968893         3.78115934         0.02513666
11         3.88154502         0.07339579         3.77045173         0.02952127
12         3.72629952         0.09565422         3.76254862         0.03316845
13         3.62260894         0.12471134         3.75751181         0.03607008
14         3.90451202         0.20253361         3.75395207         0.03828667
15         3.85706337         0.29213414         3.75164498         0.03995511
16         3.45706780         0.31862339         3.75005313         0.04118121
17         3.58044118         0.42270839         3.74900997         0.04207743
18         3.59377985         0.56200461         3.74829991         0.04272260
19         2.89731930         0.56364602         3.74783125         0.04318598
20         2.99500186         0.53900989         3.74751472         0.04351546
21         4.02925874         0.90715283         3.74730486         0.04374941
22         3.54915494         1.03391017         3.74716375         0.04391440
23         3.59433232         1.32227171         3.74706993         0.04403062
24         2.96898510         1.45829976         3.74700702         0.04411210
25         3.71349090         1.92611147         3.74696511         0.04416916
26                nan                nan         3.74693705         0.04420898
27                nan                nan         3.74691834         0.04423675
28         3.24045467                nan         3.74690583         0.04425605
29                nan                nan         3.74689748         0.04426946
30        -1.47735448         6.35014018         3.74689190         0.04427876
31         0.70649580         1.70438249         3.74688817         0.04428520
32        -1.10206245         1.74064141         3.74688568         0.04428965
33        -1.11864034         1.47012042         3.74688402         0.04429273
34        -0.52796172         3.40631492         3.74688291         0.04429485
35        -3.63685253         2.49997726         3.74688217         0.04429631
36         4.63355777                nan         3.74688167         0.04429732
37                nan                nan         3.74688134         0.04429801
38        -3.62997211         1.02536474         3.74688112         0.04429849
39        -3.17417213         0.72573202         3.74688097         0.04429882
40        -2.99853892         0.70169104         3.74688087         0.04429904
41        -3.94782378         0.71415386         3.74688081         0.04429919
42        -3.34003955         0.44462315         3.74688076         0.04429930
43        -3.05426442         0.39897584         3.74688073         0.04429937
44        -3.35509713         0.36575272         3.74688071         0.04429942
45        -3.08391437         0.31789173         3.74688070         0.04429946
46        -3.55620196         0.32719083         3.74688069         0.04429948
47        -3.57407610         0.25728897         3.74688068         0.04429949
48        -3.55327554         0.18788730         3.74688068         0.04429951
49        -3.55099623         0.15660545         3.74688068         0.04429951
50        -3.67682709         0.11541192         3.74688068         0.04429952
51        -3.78597895         0.08906108         3.74688068         0.04429952
52        -3.83021055         0.06985443         3.74688067         0.04429952
53        -3.81658467         0.04740471         3.74688067         0.04429953
54        -3.78653062         0.03241844         3.74688067         0.04429953
55        -3.79500243         0.02436139         3.74688067         0.04429953
56        -3.86186214         0.01908045         3.74688067         0.04429953
57        -3.87014653         0.01364488         3.74688067         0.04429953
58        -3.93572759         0.01040787         3.74688067         0.04429953
59        -3.98050241         0.00767872         3.74688067         0.04429953
60        -4.23183289         0.00556647         3.74688067         0.04429953
61        -4.28303412         0.00368401         3.74688067         0.04429953
62        -4.94654479         0.00261628         3.74688067         0.04429953
63                nan                nan      -239.03973340         2.56298593
